No,Student ID,Last name,First name,Gender,Date of Birth,Social ID,Academic year
1,20120528,Nguyen Thanh,Luan,Male,12/5/2002,4138754012020
2,20120529,Huynh,Luat,Male,6/4/2002,4402300462020
3,20120530,Tran Thong,Luc,Male,6/10/2002,3768679012020
4,20120531,Luong Van,Nam,Female,23/1/2002,3857221532020
5,20120532,Nguyen Nhat,Nam,Male,12/10/2002,4375041372020
6,20120533,Tran Ngoc Dai,Nam,Female,30/12/2002,3960903832020
7,20120534,Nguyen Minh,Nghia,Female,28/7/2002,4342947562020
8,20120536,Vo Trong,Nghia,Male,28/4/2002,4093347772020
9,20120537,Ho Trung,Nguyen,Female,27/3/2002,4326995192020
10,20120538,Le Mai Khoi,Nguyen,Male,18/4/2002,3763282922020
11,20120539,Phan Huu An,Nguyen,Female,20/4/2002,3952744122020
12,20120540,Vo Hoang Thao,Nguyen,Male,15/11/2002,4245771892020
13,20120541,Phan Thi Yen,Nhi,Male,5/5/2002,3887052912020
14,20120542,Trinh Thi Tuyet,Nhung,Male,22/1/2002,4178948562020
15,20120543,Nguyen Minh,Phat,Male,21/10/2002,3787750472020
16,20120544,Le Ha Thanh,Phong,Male,5/1/2002,4520154842020
17,20120545,Le Hoai,Phong,Male,11/7/2002,4107554802020
18,20120546,Nguyen Dinh,Phong,Female,19/8/2002,4603533742020
19,20120547,Vothanh,Phong,Male,17/7/2002,4662738172020
20,20120548,Luong Thanh Hoang,Phu,Female,10/6/2002,4502554862020
21,20120549,Le Hoang,Phuc,Male,25/7/2002,4589837882020
22,20120551,Tran Vinh,Phuc,Male,7/10/2002,3980338952020
23,20120552,Van Duc,Phuoc,Female,18/12/2002,3960721072020
24,20120553,Do Minh,Quan,Female,28/12/2002,4281446632020
25,20120554,Nguyen Minh,Quan,Male,25/1/2002,4104780032020
26,20120555,Nguyen Xuan,Quan,Male,31/8/2002,4163719372020
27,20120556,Van Dinh Minh,Quan,Male,6/4/2002,4371720262020
28,20120557,Huynh Minh,Quang,Male,5/4/2002,4391463882020
29,20120558,Luu Ngoc,Quang,Male,8/11/2002,4625703152020
30,20120559,Tran Minh,Quang,Female,19/1/2002,4557461782020
31,20120560,Cao Dinh,Qui,Male,14/2/2002,4653612562020
32,20120561,Tu Van,Qui,Female,3/2/2002,3835539802020
33,20120563,Nguyen Le Cong,Quy,Female,2/9/2002,4314206792020
34,20120564,Nguyen Hoai,Son,Male,7/2/2002,4442015232020
35,20120565,Nguyen Tan,Son,Male,30/10/2002,3831858972020
36,20120566,Vo Ngoc,Son,Male,6/10/2002,3917719492020
37,20120567,Nguyen Tran Ngoc,Suong,Male,18/10/2002,3804454422020
38,20120568,Nguyen Duc,Tai,Male,7/4/2002,3938101902020
39,20120569,Nguyen Van,Tai,Female,25/4/2002,4272762692020
40,20120570,Pham Thanh,Tai,Female,3/3/2002,4392129082020
41,20120571,Phung Huu,Tai,Female,16/6/2002,4666000052020
42,20120572,Nguyen Kieu Minh,Tam,Male,25/4/2002,4047232792020
43,20120573,Nguyen Phu,Tan,Female,12/7/2002,4140790032020
44,20120574,Tran Duy,Tan,Female,8/10/2002,4690087982020
45,20120575,Nguyen Khac,Tan,Male,7/8/2002,4699256802020
46,20120576,Nguyen Buu,Thach,Female,11/4/2002,3774328052020
47,20120577,Huynh Quoc,Thai,Male,4/5/2002,4161016002020
48,20120578,Pham Quoc,Thai,Male,11/11/2002,3836912842020
