No,Student ID,Last name,First name,Gender,Date of Birth,Social ID,Academic year
1,20120146,Nguyen Thi Chau,Ngoc,Male,21/1/2002,4543219152017
2,20120147,Dao Khoa,Nguyen,Female,8/6/2002,3740023832017
3,20120148,Le Vi,Nguyen,Male,12/12/2002,4193676072017
4,20120149,Pham Sy,Nguyen,Male,19/11/2002,3904168022017
5,20120150,Nguyen Thi My,Nguyet,Female,9/4/2002,4121410822017
6,20120151,Nguyen Thanh,Nhan,Male,2/7/2002,3807824012017
7,20120152,Nguyen Doan Van,Nhi,Female,6/7/2002,4316843302017
8,20120153,Pham Thi Quynh,Nhu,Male,21/9/2002,4505387252017
9,20120154,Le Minh,Nhut,Female,6/12/2002,4169788792017
10,20120155,Bien Viet,Pham,Male,2/7/2002,4152235492017
11,20120157,Tran Quang,Phat,Male,15/4/2002,4400067202017
12,20120158,Tran Hoang Anh,Phi,Female,30/10/2002,4369907542017
13,20120159,Nguyen Sy,Phong,Male,26/11/2002,4379062722017
14,20120161,Nguyen Huu,Phuc,Female,30/9/2002,3808080652017
15,20120165,Hong Nhat,Phuong,Female,18/5/2002,4626820402017
16,20120166,Nguyen Duong Tuan,Phuong,Female,2/10/2002,4424477672017
17,20120167,Lam Nhat,Quan,Male,11/5/2002,4291230862017
18,20120168,Quach Bao,Quan,Female,30/12/2002,3960677682017
19,20120169,Hoang Dinh Ngoc,Quang,Female,20/9/2002,4343557542017
20,20120171,Tran Thong,Quang,Female,7/6/2002,3869868862017
21,20120172,Van Duy,Quang,Male,12/2/2002,4382646432017
22,20120173,Tran Nguyen,Quy,Female,2/1/2002,3785482032017
23,20120175,Le Thai Nhu,Quynh,Female,8/4/2002,4188992682017
24,20120176,Nguyen Ngoc Thuy,Quynh,Female,9/10/2002,4148069332017
25,20120177,Tran Thai,San,Female,8/12/2002,4694259952017
26,20120178,Nguyen Quang Nghi,Sinh,Female,29/4/2002,4479715152017
27,20120180,Nguyen Huu,Tai,Male,16/10/2002,4026968292017
28,20120181,Vo Van,Tai,Female,28/10/2002,3839573732017
29,20120183,Nguyen Nhat,Tan,Female,20/2/2002,3896933322017
30,20120184,Pham Quang,Tan,Male,19/4/2002,3996217172017
31,20120185,Tran Trong,Tan,Female,5/5/2002,4378683832017
32,20120186,Le An,Thach,Female,17/6/2002,4384968852017
33,20120187,Nguyen Viet,Thai,Male,31/8/2002,4308633162017
34,20120188,Le Tran Thien,Thang,Male,14/12/2002,4503089792017
35,20120189,Huynh Pham Dan,Thanh,Female,10/7/2002,4418421152017
36,20120191,Vo Thi Phuoc,Thao,Female,2/4/2002,4394907072017
37,20120192,Lam Duy,Thien,Male,25/4/2002,4704173842017
38,20120193,Tran Huu Nam,Thien,Female,7/2/2002,4301306202017
39,20120194,Nguyen Huu,Thien,Male,15/10/2002,4087337562017
40,20120195,Tran Hoai,Thien,Male,24/10/2002,4508275282017
41,20120196,Mai Cuong,Thinh,Male,25/11/2002,4466484362017
42,20120197,Nguyen Huynh Phu,Thinh,Male,19/10/2002,4251740942017
43,20120199,Tran Huynh Xuan,Thinh,Female,13/8/2002,4613656422017
44,20120200,Le Chau Huu,Tho,Female,31/5/2002,4593941682017
45,20120201,Pham Gia,Thong,Male,11/4/2002,4024257852017
46,20120204,Duong Le Dinh,Thuan,Male,29/3/2002,4500087292017
47,20120205,Le Dong,Thuc,Male,3/6/2002,4502585082017
48,20120206,Nguyen Ngoc,Thuy,Female,8/8/2002,4100372462017
49,20120209,Nguyen Nhat,Tien,Male,8/11/2002,4488045142017
50,20120210,Tran Thi Kim,Tien,Female,3/7/2002,4243574192017
51,20120212,Nguyen Hoang,Tin,Female,22/11/2002,4657584392017
52,20120215,Tran Minh,Toan,Female,27/9/2002,4666435352017
53,20120217,Le Minh,Tri,Male,4/12/2002,4366182012017
