No,Student ID,Last name,First name,Gender,Date of Birth,Social ID,Academic year
46,21120046,Pham,Quyen,Male,25/03/2003,456789012,2021
47,21120047,Hoang,Thanh,Male,10/05/2002,321548765,2021
48,21120048,Vu,Ngoc,Female,12/06/2003,213659874,2021
49,21120049,Vo,Hoa,Male,22/07/2002,546321987,2021
50,21120050,Do,Lan,Female,02/08/2002,874236578,2021
51,21120051,Phan,Minh,Male,15/09/2002,998543123,2021
52,21120052,Duong,Phuong,Female,25/10/2002,113246578,2021
53,21120053,Bui,Quyen,Male,11/11/2003,657239845,2021
54,21120054,Doan,Tam,Female,19/12/2002,876452134,2021
55,21120055,Luu,Vy,Male,05/01/2003,762983452,2021
56,21120056,Dang,Thi,Female,16/02/2002,839264175,2021
57,21120057,Nguyen,Cuong,Male,25/03/2003,456789012,2021
58,21120058,Tran,An,Female,30/04/2002,654321098,2021
59,21120059,Dang,Thanh,Male,10/05/2003,321548765,2021
60,21120060,Nguyen,Bao,Male,15/01/2002,123456789,2021
61,21120061,Tran,Thanh,Female,20/02/2003,987654321,2021
62,21120062,Pham,Duy,Female,30/04/2002,654321098,2021
63,21120063,Nguyen,Anh,Male,15/01/2003,123456789,2021
64,21120064,Tran,Binh,Female,20/02/2002,987654321,2021
65,21120065,Le,Cuong,Male,25/03/2003,456789012,2021
66,21120066,Pham,Quang,Male,30/04/2002,654321098,2021
67,21120067,Hoang,Thanh,Male,10/05/2003,321548765,2021
68,21120068,Vu,Ngoc,Female,12/06/2002,213659874,2021
69,21120069,Vo,Hoa,Male,22/07/2002,546321987,2021
70,21120070,Do,Lan,Female,02/08/2002,874236578,2021
