No,Student ID,Last name,First name,Gender,Date of Birth,Social ID,Academic year
1,231241,Hoang,An,Male,20/05/2001,523456781,2024
2,231242,Hoang,Bao,Female,21/06/2002,523456782,2024
3,231243,Hoang,Cam,Male,22/07/2003,523456783,2024
4,231244,Hoang,Diem,Female,23/08/2004,523456784,2024
5,231245,Hoang,Giang,Male,24/09/2005,523456785,2024
6,231246,Hoang,Hieu,Female,25/10/2006,523456786,2024
7,231247,Hoang,Khoa,Male,26/11/2007,523456787,2024
8,231248,Hoang,Linh,Female,27/12/2008,523456788,2024
9,231249,Hoang,Minh,Male,28/01/2009,523456789,2024
10,231250,Hoang,Nga,Female,29/02/2010,523456790,2024
