No,Student ID,Last name,First name,Gender,Date of Birth,Social ID,Academic year
1,21120001,Nguyen,Anh,Male,15/01/2002,123456789,2021
2,21120002,Tran,Binh,Female,20/02/2003,987654321,2021
3,21120003,Hoang,Thanh,Male,10/05/2002,321548765,2021
4,21120004,Vo,Hoa,Male,22/07/2002,546321987,2021
5,21120005,Phan,Minh,Male,15/09/2002,998543123,2021
6,21120006,Nguyen,Trung,Male,20/03/2003,624518937,2021
7,21120007,Tran,Hien,Female,12/06/2002,213659874,2021
8,21120008,Le,Tuan,Male,25/03/2003,456789012,2021
9,21120009,Pham,Quang,Male,30/04/2002,654321098,2021
10,21120010,Vu,Ngoc,Female,12/06/2003,213659874,2021
11,21120011,Do,Lan,Female,02/08/2002,874236578,2021
12,21120012,Duong,Phuong,Female,25/10/2002,113246578,2021
13,21120013,Bui,Quyen,Male,11/11/2003,657239845,2021
14,21120014,Doan,Tam,Female,19/12/2002,876452134,2021
15,21120015,Luu,Vy,Male,05/01/2003,762983452,2021
16,21120016,Dang,Thi,Female,16/02/2002,839264175,2021
17,21120017,Tran,Thu,Female,18/04/2003,185793624,2021
18,21120018,Le,Van,Male,29/05/2002,937468215,2021
19,21120019,Pham,Huong,Female,07/06/2003,362514879,2021
20,21120020,Vo,Thi,Female,14/08/2002,512487693,2021
