No,Student ID,Last name,First name,Gender,Date of Birth,Social ID,Academic year
96,21120096,Tran,Duc,Male,22/07/2001,546321987,2021
97,21120097,Pham,Anh,Female,12/06/2002,213659874,2021
98,21120098,Vo,Tuan,Male,25/03/2001,456789012,2021
99,21120099,Le,Minh,Male,30/04/2001,654321098,2021
100,21120100,Dang,Hoa,Female,10/05/2002,321548765,2021
101,21120101,Nguyen,Bao,Male,15/01/2001,123456789,2021
102,21120102,Tran,Thanh,Female,20/02/2002,987654321,2021
103,21120103,Pham,Quyen,Male,25/03/2001,456789012,2021
104,21120104,Vo,An,Female,30/04/2001,654321098,2021
105,21120105,Nguyen,Tuan,Male,10/05/2002,321548765,2021
106,21120106,Tran,Minh,Male,12/06/2001,213659874,2021
107,21120107,Pham,Hoang,Female,22/07/2001,546321987,2021
108,21120108,Le,Duc,Male,02/08/2002,874236578,2021
109,21120109,Nguyen,Quang,Male,15/09/2001,998543123,2021
110,21120110,Tran,Hanh,Female,25/10/2002,113246578,2021
111,21120111,Pham,Tam,Female,11/11/2001,657239845,2021
112,21120112,Dang,Hien,Female,19/12/2002,876452134,2021
113,21120113,Luu,Minh,Male,05/01/2001,762983452,2021
114,21120114,Tran,Anh,Female,16/02/2002,839264175,2021
115,21120115,Le,Hoang,Male,20/03/2001,624518937,2021
116,21120116,Pham,Dung,Female,18/04/2002,185793624,2021
117,21120117,Vo,Nhan,Male,29/05/2001,937468215,2021
118,21120118,Nguyen,Thi,Female,07/06/2002,362514879,2021
119,21120119,Tran,Tuan,Female,09/07/2001,945871236,2021
120,21120120,Pham,Hanh,Male,14/08/2002,512487693,2021
