No,Student ID,Last name,First name,Gender,Date of Birth,Social ID,Academic year
71,20120071,Nguyen,Quoc,Male,22/07/2001,546321987,2020
72,20120072,Tran,Trang,Female,12/06/2002,213659874,2020
73,20120073,Le,Tam,Male,25/03/2001,456789012,2020
74,20120074,Pham,Anh,Female,30/04/2001,654321098,2020
75,20120075,Ngo,Hoa,Male,10/05/2002,321548765,2020
76,20120076,Truong,Tuan,Male,15/01/2001,123456789,2020
77,20120077,Ngo,Thanh,Female,20/02/2002,987654321,2020
78,20120078,Nguyen,Minh,Male,25/03/2001,456789012,2020
79,20120079,Tran,Hai,Female,30/04/2001,654321098,2020
80,20120080,Pham,Quang,Male,10/05/2002,321548765,2020
81,20120081,Vo,Hanh,Male,12/06/2001,213659874,2020
82,20120082,Do,Hien,Female,22/07/2001,546321987,2020
83,20120083,Le,Tuan,Male,02/08/2002,874236578,2020
84,20120084,Pham,An,Female,15/09/2001,998543123,2020
85,20120085,Nguyen,Thu,Female,25/10/2002,113246578,2020
86,20120086,Tran,Tam,Female,11/11/2001,657239845,2020
87,20120087,Pham,Hoa,Female,19/12/2002,876452134,2020
88,20120088,Luu,Thanh,Male,05/01/2001,762983452,2020
89,20120089,Tran,Bao,Female,16/02/2002,839264175,2020
90,20120090,Le,Trung,Female,20/03/2001,624518937,2020
91,20120091,Ngo,Hai,Male,18/04/2002,185793624,2020
92,20120092,Hoang,Hoa,Male,29/05/2001,937468215,2020
93,20120093,Bui,Anh,Female,07/06/2002,362514879,2020
94,20120094,Doan,Hoa,Female,09/07/2001,945871236,2020
95,20120095,Nguyen,Minh,Male,14/08/2002,512487693,2020
