No,Student ID,Last name,First name,Gender,Date of Birth,Social ID,Academic year
101,19120101,Nguyen,An,Male,15/01/2001,123456789,2019
102,19120102,Tran,Binh,Female,20/02/2000,987654321,2019
103,19120103,Hoang,Thanh,Male,10/05/2001,321548765,2019
104,19120104,Vo,Hoa,Male,22/07/1999,546321987,2019
105,19120105,Phan,Minh,Male,15/09/2001,998543123,2019
106,19120106,Nguyen,Trung,Male,20/03/2001,624518937,2019
107,19120107,Hoang,Hai,Male,09/07/2001,945871236,2019
108,19120108,Le,Cuong,Male,25/03/1999,456789012,2019
109,19120109,Pham,Duy,Female,30/04/1998,654321098,2019
110,19120110,Vu,Ngoc,Female,12/06/2000,213659874,2019
111,19120111,Do,Lan,Female,02/08/1998,874236578,2019
112,19120112,Duong,Phuong,Female,25/10/2000,113246578,2019
113,19120113,Bui,Quyen,Male,11/11/1999,657239845,2019
114,19120114,Doan,Tam,Female,19/12/1998,876452134,2019
115,19120115,Luu,Vy,Male,05/01/2001,762983452,2019
116,19120116,Dang,Thi,Female,16/02/2000,839264175,2019
117,19120117,Tran,Thu,Female,18/04/2000,185793624,2019
118,19120118,Le,Van,Male,29/05/1999,937468215,2019
119,19120119,Pham,Huong,Female,07/06/1998,362514879,2019
120,19120120,Vo,Thi,Female,14/08/2000,512487693,2019
121,19120121,Nguyen,Hoa,Male,22/07/1999,546321987,2019
122,19120122,Tran,Hien,Female,12/06/2000,213659874,2019
123,19120123,Le,Tuan,Male,25/03/1999,456789012,2019
124,19120124,Pham,Quang,Male,30/04/1998,654321098,2019
125,19120125,Ngo,Thanh,Female,10/05/2001,321548765,2019
