No,Student ID,Last name,First name,Gender,Date of Birth,Social ID,Academic year
51,19120051,Nguyen,Tu,Male,15/01/2001,123456789,2019
52,19120052,Tran,Mai,Female,20/02/2000,987654321,2019
53,19120053,Le,Bao,Male,25/03/1999,456789012,2019
54,19120054,Pham,Linh,Female,30/04/1998,654321098,2019
55,19120055,Hoang,Hien,Male,10/05/2001,321548765,2019
56,19120056,Vu,Trang,Female,12/06/2000,213659874,2019
57,19120057,Vo,Hai,Male,22/07/1999,546321987,2019
58,19120058,Do,Huong,Female,02/08/1998,874236578,2019
59,19120059,Phan,Quang,Male,15/09/2001,998543123,2019
60,19120060,Duong,Thi,Female,25/10/2000,113246578,2019
61,19120061,Bui,Tuan,Male,11/11/1999,657239845,2019
62,19120062,Doan,Hoa,Female,19/12/1998,876452134,2019
63,19120063,Luu,Minh,Male,05/01/2001,762983452,2019
64,19120064,Dang,Hai,Female,16/02/2000,839264175,2019
65,19120065,Tran,Anh,Female,20/03/2001,624518937,2019
66,19120066,Le,Hoa,Male,18/04/2000,185793624,2019
67,19120067,Pham,Tuan,Male,29/05/1999,937468215,2019
68,19120068,Hoang,Bao,Female,07/06/1998,362514879,2019
69,19120069,Vo,Tam,Female,09/07/2001,945871236,2019
70,19120070,Nguyen,Hien,Male,14/08/2000,512487693,2019
71,19120071,Tran,Hoa,Male,22/07/1999,546321987,2019
72,19120072,Pham,Hien,Female,12/06/2000,213659874,2019
73,19120073,Vo,Tuan,Male,25/03/1999,456789012,2019
74,19120074,Le,Minh,Male,30/04/1998,654321098,2019
75,19120075,Dang,Hoa,Female,10/05/2001,321548765,2019
