No,Student ID,Last name,First name,Gender,Date of Birth,Social ID,Academic year
1,22120001,Nguyen,An,Male,15/01/2004,123456789,2022
2,22120002,Tran,Binh,Female,20/02/2003,987654321,2022
3,22120003,Le,Cuong,Male,25/03/2004,456789012,2022
4,22120004,Pham,Duy,Female,30/04/2003,654321098,2022
5,22120005,Hoang,Thanh,Male,10/05/2004,321548765,2022
6,22120006,Vu,Ngoc,Female,12/06/2003,213659874,2022
7,22120007,Vo,Hoa,Male,22/07/2003,546321987,2022
8,22120008,Do,Lan,Female,02/08/2003,874236578,2022
9,22120009,Phan,Minh,Male,15/09/2004,998543123,2022
10,22120010,Duong,Phuong,Female,25/10/2003,113246578,2022
11,22120011,Bui,Quyen,Male,11/11/2004,657239845,2022
12,22120012,Doan,Tam,Female,19/12/2003,876452134,2022
13,22120013,Luu,Vy,Male,05/01/2004,762983452,2022
14,22120014,Dang,Thi,Female,16/02/2003,839264175,2022
15,22120015,Nguyen,Quoc,Male,22/07/2003,546321987,2022
16,22120016,Tran,Trang,Female,12/06/2004,213659874,2022
17,22120017,Le,Tam,Male,25/03/2003,456789012,2022
18,22120018,Pham,Anh,Female,30/04/2003,654321098,2022
19,22120019,Ngo,Hoa,Male,10/05/2004,321548765,2022
20,22120020,Truong,Tuan,Male,15/01/2003,123456789,2022
