No,Student ID,Last name,First name,Gender,Date of Birth,Social ID,Academic year
71,21120071,Nguyen,Quoc,Male,22/07/2001,546321987,2021
72,21120072,Tran,Trang,Female,12/06/2002,213659874,2021
73,21120073,Le,Tam,Male,25/03/2001,456789012,2021
74,21120074,Pham,Anh,Female,30/04/2001,654321098,2021
75,21120075,Ngo,Hoa,Male,10/05/2002,321548765,2021
76,21120076,Truong,Tuan,Male,15/01/2001,123456789,2021
77,21120077,Ngo,Thanh,Female,20/02/2002,987654321,2021
78,21120078,Nguyen,Minh,Male,25/03/2001,456789012,2021
79,21120079,Tran,Hai,Female,30/04/2001,654321098,2021
80,21120080,Pham,Quang,Male,10/05/2002,321548765,2021
81,21120081,Vo,Hanh,Male,12/06/2001,213659874,2021
82,21120082,Do,Hien,Female,22/07/2001,546321987,2021
83,21120083,Le,Tuan,Male,02/08/2002,874236578,2021
84,21120084,Pham,An,Female,15/09/2001,998543123,2021
85,21120085,Nguyen,Thu,Female,25/10/2002,113246578,2021
86,21120086,Tran,Tam,Female,11/11/2001,657239845,2021
87,21120087,Pham,Hoa,Female,19/12/2002,876452134,2021
88,21120088,Luu,Thanh,Male,05/01/2001,762983452,2021
89,21120089,Tran,Bao,Female,16/02/2002,839264175,2021
90,21120090,Le,Trung,Female,20/03/2001,624518937,2021
91,21120091,Ngo,Hai,Male,18/04/2002,185793624,2021
92,21120092,Hoang,Hoa,Male,29/05/2001,937468215,2021
93,21120093,Bui,Anh,Female,07/06/2002,362514879,2021
94,21120094,Doan,Hoa,Female,09/07/2001,945871236,2021
95,21120095,Nguyen,Minh,Male,14/08/2002,512487693,2021
