No,Student ID,Last name,First name,Gender,Date of Birth,Social ID,Academic year
76,19120076,Nguyen,Tuan,Male,15/01/2001,123456789,2019
77,19120077,Tran,Mai,Female,20/02/2000,987654321,2019
78,19120078,Le,Bao,Male,25/03/1999,456789012,2019
79,19120079,Pham,Linh,Female,30/04/1998,654321098,2019
80,19120080,Hoang,Hien,Male,10/05/2001,321548765,2019
81,19120081,Vu,Trang,Female,12/06/2000,213659874,2019
82,19120082,Vo,Hai,Male,22/07/1999,546321987,2019
83,19120083,Do,Huong,Female,02/08/1998,874236578,2019
84,19120084,Phan,Quang,Male,15/09/2001,998543123,2019
85,19120085,Duong,Thi,Female,25/10/2000,113246578,2019
86,19120086,Bui,Tuan,Male,11/11/1999,657239845,2019
87,19120087,Doan,Hoa,Female,19/12/1998,876452134,2019
88,19120088,Luu,Minh,Male,05/01/2001,762983452,2019
89,19120089,Dang,Hai,Female,16/02/2000,839264175,2019
90,19120090,Tran,Anh,Female,20/03/2001,624518937,2019
91,19120091,Le,Hoa,Male,18/04/2000,185793624,2019
92,19120092,Pham,Tuan,Male,29/05/1999,937468215,2019
93,19120093,Hoang,Bao,Female,07/06/1998,362514879,2019
94,19120094,Vo,Tam,Female,09/07/2001,945871236,2019
95,19120095,Nguyen,Hien,Male,14/08/2000,512487693,2019
96,19120096,Tran,Hoa,Male,22/07/1999,546321987,2019
97,19120097,Pham,Hien,Female,12/06/2000,213659874,2019
98,19120098,Vo,Tuan,Male,25/03/1999,456789012,2019
99,19120099,Le,Minh,Male,30/04/1998,654321098,2019
100,19120100,Dang,Hoa,Female,10/05/2001,321548765,2019
