No,Student ID,Last name,First name,Gender,Date of Birth,Social ID,Academic year
21,22120021,Nguyen,Cuong,Male,25/03/2004,456789012,2022
22,22120022,Tran,An,Female,30/04/2003,654321098,2022
23,22120023,Dang,Thanh,Male,10/05/2004,321548765,2022
24,22120024,Nguyen,Bao,Male,15/01/2003,123456789,2022
25,22120025,Tran,Thanh,Female,20/02/2004,987654321,2022
26,22120026,Pham,Duy,Female,30/04/2003,654321098,2022
27,22120027,Nguyen,Anh,Male,15/01/2004,123456789,2022
28,22120028,Tran,Binh,Female,20/02/2003,987654321,2022
29,22120029,Le,Cuong,Male,25/03/2004,456789012,2022
30,22120030,Pham,Quang,Male,30/04/2003,654321098,2022
31,22120031,Hoang,Thanh,Male,10/05/2004,321548765,2022
32,22120032,Vu,Ngoc,Female,12/06/2003,213659874,2022
33,22120033,Vo,Hoa,Male,22/07/2003,546321987,2022
34,22120034,Do,Lan,Female,02/08/2003,874236578,2022
35,22120035,Phan,Minh,Male,15/09/2004,998543123,2022
36,22120036,Duong,Phuong,Female,25/10/2003,113246578,2022
37,22120037,Bui,Quyen,Male,11/11/2004,657239845,2022
38,22120038,Doan,Tam,Female,19/12/2003,876452134,2022
39,22120039,Luu,Vy,Male,05/01/2004,762983452,2022
40,22120040,Dang,Thi,Female,16/02/2003,839264175,2022
41,22120041,Nguyen,Cuong,Male,25/03/2004,456789012,2022
42,22120042,Tran,An,Female,30/04/2003,654321098,2022
43,22120043,Dang,Thanh,Male,10/05/2004,321548765,2022
44,22120044,Nguyen,Bao,Male,15/01/2003,123456789,2022
45,22120045,Tran,Thanh,Female,20/02/2004,987654321,2022
