No,Student ID,Last name,First name,Gender,Date of Birth,Social ID,Academic year
1,20120002,Nguyen Thai,Chung,Male,9/6/2002,4041161922019
2,20120007,Do Trung,Hieu,Female,18/5/2002,4711350802019
3,20120009,Nguyen Van,Hung,Male,26/8/2002,4680769892019
4,20120010,Nguyen Duc,Huy,Female,23/4/2002,4008015572019
5,20120011,Nguyen Hoang,Huy,Male,14/5/2002,4459919042019
6,20120012,Nguyen Pham Nhat,Huy,Female,9/11/2002,4507914302019
7,20120013,Trinh Quoc,Huy,Male,15/10/2002,4184793622019
8,20120014,Vuong Gia,Huy,Female,14/12/2002,4628980192019
9,20120015,Ly Hoang,Khai,Female,30/1/2002,4191282572019
10,20120017,Phan Quoc,Ky,Male,26/10/2002,3838573732019
11,20120018,Tran Kieu Minh,Lam,Male,12/4/2002,4629148422019
12,20120019,Nguyen Duc,Manh,Male,30/11/2002,3811474172019
13,20120020,Huynh Duc,Nham,Female,29/3/2002,3977195882019
14,20120021,Ho Van,Son,Female,23/9/2002,4163955662019
15,20120022,Le Quang,Tri,Female,17/10/2002,4164605122019
16,20120023,Bui Quoc,Trung,Female,28/12/2002,4370799172019
17,20120024,Huynh Minh,Tuan,Male,4/4/2002,4522588562019
18,20120025,Hoang Trong,Vu,Male,3/8/2002,3866446272019
19,20120027,Le Hai,Duy,Female,4/1/2002,4139517572019
20,20120028,Huynh Le,An,Male,20/2/2002,4470493482019
21,20120029,Nguyen Minh,An,Female,10/6/2002,4048330422019
22,20120030,Nguyen Thien,An,Female,16/3/2002,3868729782019
23,20120031,Nguyen Viet,An,Male,25/9/2002,4333520552019
24,20120032,Phan Truong,An,Male,9/6/2002,4275617132019
25,20120033,Vo Hoai,An,Male,25/9/2002,3747929602019
26,20120037,Tran Thi Minh,Anh,Female,26/7/2002,4638473002019
27,20120038,Vu Hoang The,Anh,Female,29/1/2002,4477065682019
28,20120040,Nguyen Quang Gia,Bao,Female,29/5/2002,4099917942019
29,20120041,Tran Kim,Bao,Male,21/6/2002,4220495622019
30,20120042,Truong Quan,Bao,Female,14/7/2002,4147679482019
31,20120043,Vuong Le Duc,Binh,Male,28/10/2002,3882744082019
32,20120044,Ngo Thi Ngoc,Boi,Female,14/5/2002,3859973262019
33,20120045,Ho Thi Kim,Chi,Female,16/8/2002,4423944212019
34,20120046,Ngo Xuan,Chien,Male,2/8/2002,3809301932019
35,20120049,Nguyen Hai,Dang,Female,4/7/2002,4652094832019
36,20120050,Nguyen Nhat,Dang,Female,24/4/2002,4674612102019
37,20120053,Nguyen Thanh,Dat,Male,6/12/2002,4229791402019
38,20120054,Nguyen Thanh,Dat,Male,16/9/2002,4183818702019
39,20120055,Nguyen The,Dat,Male,30/6/2002,3744514472019
40,20120056,Tran Quoc,Dinh,Male,12/5/2002,4042943832019
41,20120057,Tran Ngoc,Do,Male,2/1/2002,4443839022019
42,20120059,Le Ngoc,Duc,Female,7/10/2002,4208885522019
43,20120060,Nguyen Tri,Duc,Male,4/10/2002,4374533912019
44,20120061,Pham Duong Truong,Duc,Male,2/12/2002,4251048322019
45,20120063,Le Thi Thuy,Duong,Female,18/3/2002,4348281222019
46,20120065,Lam Quang,Duy,Male,27/7/2002,4031067232019
47,20120067,Nguyen Pham Ba,Duy,Female,6/12/2002,3880963752019
48,20120068,Phan,Duy,Female,28/2/2002,4362484472019
49,20120069,Tao Khanh,Duy,Male,22/6/2002,3751658642019
50,20120070,Huynh Thiet,Gia,Male,18/6/2002,3798261102019
51,20120071,Nguyen Thi Bich,Ha,Female,19/12/2002,4226121992019
52,20120072,Phan Ngoc Son,Ha,Male,8/8/2002,3962657322019
53,20120073,Van Ly,Hai,Male,20/7/2002,4648557212019
54,20120074,Nguyen Gia,Hao,Male,22/1/2002,3764230282019
55,20120075,Le Thi Minh,Hien,Male,21/9/2002,4411317832019
56,20120076,Mai Vinh,Hien,Male,24/12/2002,4618095052019
57,20120077,Nguyen Quang,Hien,Female,23/9/2002,4246055332019
58,20120078,Nguyen The,Hien,Male,10/8/2002,3865060792019
59,20120079,Trinh Huu,Hiep,Male,12/4/2002,4060557232019
60,20120081,Nguyen Mau Trong,Hieu,Female,14/12/2002,4708828342019
61,20120082,Nguyen Thanh,Hieu,Female,31/12/2002,3810474142019
62,20120083,Nguyen Trong,Hieu,Female,26/10/2002,4282217352019
63,20120084,Nguyen Van,Hieu,Male,20/10/2002,4535327302019
64,20120085,Tran Xuan,Hoa,Male,9/5/2002,4030629352019
65,20120087,Duong Dinh Bao,Hoang,Male,7/3/2002,4325644442019
66,20120088,Le Nguyen Thanh,Hoang,Male,1/6/2002,3867995902019
67,20120089,Le Xuan,Hoang,Male,16/6/2002,3766621742019
68,20120090,Nguyen The,Hoang,Female,3/1/2002,3732303442019
69,20120092,Tran Huy,Hoang,Male,16/12/2002,4035841312019
70,20120093,Nguyen Thi Hong,Nhung,Male,12/4/2002,4221118132019
71,20120094,Pham Phu,Hung,Male,3/1/2002,4296111342019
72,20120095,Ngo Quang,Hung,Female,3/5/2002,3998911852019
73,20120096,Nguyen Duy,Hung,Female,17/4/2002,3801347912019
74,20120097,Trieu Tan,Hung,Female,13/8/2002,4477515832019
75,20120099,Tran Huynh,Huong,Female,20/9/2002,4489833312019
76,20120100,Do Minh,Huy,Male,12/3/2002,4370308772019
77,20120101,Du Quoc,Huy,Male,21/11/2002,4387924662019
78,20120102,Du Thanh,Huy,Male,28/2/2002,4078764092019
79,20120105,Le Hoang,Huy,Male,26/8/2002,4363759442019
80,20120107,Pham Duc,Huy,Female,5/4/2002,4314070892019
81,20120109,Truong Ngoc,Huy,Female,14/6/2002,4382150362019
82,20120113,Le Nguyen,Khang,Female,21/4/2002,4268664902019
83,20120115,Nguyen Dang Nam,Khanh,Female,28/3/2002,3803201602019
84,20120116,Pham Le Quoc,Khanh,Male,2/2/2002,4113833772019
