No,Student ID,Last name,First name,Gender,Date of Birth,Social ID,Academic year
1,20120146,Nguyen Thi Chau,Ngoc,Male,21/1/2002,4543219152016
2,20120147,Dao Khoa,Nguyen,Female,8/6/2002,3740023832016
3,20120148,Le Vi,Nguyen,Male,12/12/2002,4193676072016
4,20120149,Pham Sy,Nguyen,Male,19/11/2002,3904168022016
5,20120150,Nguyen Thi My,Nguyet,Female,9/4/2002,4121410822016
6,20120151,Nguyen Thanh,Nhan,Male,2/7/2002,3807824012016
7,20120152,Nguyen Doan Van,Nhi,Female,6/7/2002,4316843302016
8,20120153,Pham Thi Quynh,Nhu,Male,21/9/2002,4505387252016
9,20120154,Le Minh,Nhut,Female,6/12/2002,4169788792016
10,20120155,Bien Viet,Pham,Male,2/7/2002,4152235492016
11,20120157,Tran Quang,Phat,Male,15/4/2002,4400067202016
12,20120158,Tran Hoang Anh,Phi,Female,30/10/2002,4369907542016
13,20120159,Nguyen Sy,Phong,Male,26/11/2002,4379062722016
14,20120161,Nguyen Huu,Phuc,Female,30/9/2002,3808080652016
15,20120165,Hong Nhat,Phuong,Female,18/5/2002,4626820402016
16,20120166,Nguyen Duong Tuan,Phuong,Female,2/10/2002,4424477672016
17,20120167,Lam Nhat,Quan,Male,11/5/2002,4291230862016
18,20120168,Quach Bao,Quan,Female,30/12/2002,3960677682016
19,20120169,Hoang Dinh Ngoc,Quang,Female,20/9/2002,4343557542016
20,20120171,Tran Thong,Quang,Female,7/6/2002,3869868862016
21,20120172,Van Duy,Quang,Male,12/2/2002,4382646432016
22,20120173,Tran Nguyen,Quy,Female,2/1/2002,3785482032016
23,20120175,Le Thai Nhu,Quynh,Female,8/4/2002,4188992682016
24,20120176,Nguyen Ngoc Thuy,Quynh,Female,9/10/2002,4148069332016
25,20120177,Tran Thai,San,Female,8/12/2002,4694259952016
26,20120178,Nguyen Quang Nghi,Sinh,Female,29/4/2002,4479715152016
27,20120180,Nguyen Huu,Tai,Male,16/10/2002,4026968292016
28,20120181,Vo Van,Tai,Female,28/10/2002,3839573732016
29,20120183,Nguyen Nhat,Tan,Female,20/2/2002,3896933322016
30,20120184,Pham Quang,Tan,Male,19/4/2002,3996217172016
31,20120185,Tran Trong,Tan,Female,5/5/2002,4378683832016
32,20120186,Le An,Thach,Female,17/6/2002,4384968852016
33,20120187,Nguyen Viet,Thai,Male,31/8/2002,4308633162016
34,20120188,Le Tran Thien,Thang,Male,14/12/2002,4503089792016
35,20120189,Huynh Pham Dan,Thanh,Female,10/7/2002,4418421152016
36,20120191,Vo Thi Phuoc,Thao,Female,2/4/2002,4394907072016
37,20120192,Lam Duy,Thien,Male,25/4/2002,4704173842016
38,20120193,Tran Huu Nam,Thien,Female,7/2/2002,4301306202016
39,20120194,Nguyen Huu,Thien,Male,15/10/2002,4087337562016
40,20120195,Tran Hoai,Thien,Male,24/10/2002,4508275282016
41,20120196,Mai Cuong,Thinh,Male,25/11/2002,4466484362016
42,20120197,Nguyen Huynh Phu,Thinh,Male,19/10/2002,4251740942016
43,20120199,Tran Huynh Xuan,Thinh,Female,13/8/2002,4613656422016
44,20120200,Le Chau Huu,Tho,Female,31/5/2002,4593941682016
45,20120201,Pham Gia,Thong,Male,11/4/2002,4024257852016
46,20120204,Duong Le Dinh,Thuan,Male,29/3/2002,4500087292016
47,20120205,Le Dong,Thuc,Male,3/6/2002,4502585082016
48,20120206,Nguyen Ngoc,Thuy,Female,8/8/2002,4100372462016
49,20120209,Nguyen Nhat,Tien,Male,8/11/2002,4488045142016
50,20120210,Tran Thi Kim,Tien,Female,3/7/2002,4243574192016
51,20120212,Nguyen Hoang,Tin,Female,22/11/2002,4657584392016
52,20120215,Tran Minh,Toan,Female,27/9/2002,4666435352016
53,20120217,Le Minh,Tri,Male,4/12/2002,4366182012016
54,20120218,Nguyen Dinh,Tri,Female,4/9/2002,4163955332016
55,20120219,Nguyen Minh,Tri,Female,26/11/2002,4628965502016
56,20120220,Thai Minh,Tri,Female,16/3/2002,4280751102016
57,20120221,Tran Trong,Tri,Female,27/10/2002,4637325822016
58,20120222,La Thanh,Triet,Male,21/4/2002,4161696332016
59,20120223,Thai Minh,Triet,Female,2/2/2002,4296665322016
60,20120224,Tran Thi My,Trinh,Male,7/12/2002,4063655902016
61,20120227,Ton Cao Thien,Trung,Female,28/8/2002,4711308452016
62,20120228,Tran Quoc,Trung,Female,20/6/2002,4686182812016
63,20120229,Nguyen Nhat,Truong,Female,20/7/2002,4337207012016
64,20120230,Pham Duy,Truong,Female,14/12/2002,4473394672016
65,20120231,Phan Huy,Truong,Male,20/10/2002,4437891262016
66,20120232,Vo Duy,Truong,Male,16/6/2002,4120075472016
67,20120234,Ngo Nguyen Quang,Tu,Female,27/10/2002,3842110592016
68,20120236,Pham Tan Anh,Vu,Female,6/9/2002,4124752842016
69,20120237,Ha Nguyen Thao,Vy,Male,29/11/2002,3942853602016
70,20120238,Nguyen Ngoc Khanh,Vy,Male,27/4/2002,4158701482016
71,20120239,Thai Mai Khanh,Vy,Female,6/5/2002,4325246912016
72,20120240,Duong Thi,An,Male,12/2/2002,4603056862016
73,20120242,Nguyen Phuc,An,Female,22/12/2002,4217902822016
74,20120244,Hoang Tuan,Anh,Female,30/9/2002,3977963402016
75,20120245,Luu Nguyen Tien,Anh,Female,27/6/2002,4174082372016
76,20120246,Nguyen Hoang,Anh,Male,19/12/2002,4390059012016
77,20120247,Nguyen Phuong,Anh,Female,25/6/2002,4700383572016
78,20120248,Nguyen The,Anh,Female,21/1/2002,4455999232016
79,20120249,Nguyen Thi Tuyet,Anh,Male,8/6/2002,4345125052016
80,20120250,Tran Bao,Anh,Female,1/1/2002,4692081672016
81,20120251,Tran Duc,Anh,Female,21/10/2002,3794095762016
82,20120252,Pham Hong,Anh,Male,22/3/2002,3894238352016
83,20120253,Ly,Bang,Female,11/4/2002,4133236022016
84,20120255,Pham Mai Thien,Bao,Male,21/1/2002,3721142972016
85,20120256,Le Thua Phuong,Cat,Male,19/2/2002,4696566502016
86,20120257,Dinh Hoang Bao,Chau,Male,7/8/2002,4204283792016
87,20120258,Lam Quoc,Chung,Female,24/11/2002,4012285732016
88,20120259,Nguyen Van,Chung,Female,18/8/2002,4681467352016
89,20120260,Phan Tan Hoan,Cuong,Female,11/11/2002,3832483152016
90,20120261,Hoang Manh,Cuong,Female,27/9/2002,4176355992016
91,20120262,Khuc Khanh,Dang,Female,2/9/2002,4326361992016
92,20120263,Pham Vo Hai,Dang,Female,12/9/2002,4186297762016
93,20120264,Tran Hai,Dang,Male,6/6/2002,4487841282016
94,20120265,Bui Tien,Dat,Male,27/3/2002,3935284352016
95,20120266,Huynh Tien,Dat,Female,10/7/2002,4018525992016
96,20120267,Nguyen Tien,Dat,Male,23/7/2002,4420713812016
97,20120268,Phan Duong Quoc,Dat,Female,29/1/2002,4673627242016
98,20120269,Vo Van Minh,Doan,Male,20/8/2002,3865852542016
99,20120270,Cao Tan,Duc,Female,27/1/2002,4540094972016
100,20120273,Bui Hong,Duong,Male,28/4/2002,3817616532016
101,20120274,Nguyen Linh Dang,Duong,Male,24/9/2002,4476122872016
102,20120275,Bui Khanh,Duy,Male,2/6/2002,3866241032016
103,20120276,Ngo Thanh,Duy,Female,31/1/2002,3924777362016
104,20120277,Tran Dai Quang,Duy,Female,20/8/2002,4257776212016
