No,Student ID,Last name,First name,Gender,Date of Birth,Social ID,Academic year
1,20120002,Nguyen Thai,Chung,Male,9/6/2002,4041161922016
2,20120007,Do Trung,Hieu,Female,18/5/2002,4711350802016
3,20120009,Nguyen Van,Hung,Male,26/8/2002,4680769892016
4,20120010,Nguyen Duc,Huy,Female,23/4/2002,4008015572016
5,20120011,Nguyen Hoang,Huy,Male,14/5/2002,4459919042016
6,20120012,Nguyen Pham Nhat,Huy,Female,9/11/2002,4507914302016
7,20120013,Trinh Quoc,Huy,Male,15/10/2002,4184793622016
8,20120014,Vuong Gia,Huy,Female,14/12/2002,4628980192016
9,20120015,Ly Hoang,Khai,Female,30/1/2002,4191282572016
10,20120017,Phan Quoc,Ky,Male,26/10/2002,3838573732016
11,20120018,Tran Kieu Minh,Lam,Male,12/4/2002,4629148422016
12,20120019,Nguyen Duc,Manh,Male,30/11/2002,3811474172016
13,20120020,Huynh Duc,Nham,Female,29/3/2002,3977195882016
14,20120021,Ho Van,Son,Female,23/9/2002,4163955662016
15,20120022,Le Quang,Tri,Female,17/10/2002,4164605122016
16,20120023,Bui Quoc,Trung,Female,28/12/2002,4370799172016
17,20120024,Huynh Minh,Tuan,Male,4/4/2002,4522588562016
18,20120025,Hoang Trong,Vu,Male,3/8/2002,3866446272016
19,20120027,Le Hai,Duy,Female,4/1/2002,4139517572016
20,20120028,Huynh Le,An,Male,20/2/2002,4470493482016
21,20120029,Nguyen Minh,An,Female,10/6/2002,4048330422016
22,20120030,Nguyen Thien,An,Female,16/3/2002,3868729782016
23,20120031,Nguyen Viet,An,Male,25/9/2002,4333520552016
24,20120032,Phan Truong,An,Male,9/6/2002,4275617132016
25,20120033,Vo Hoai,An,Male,25/9/2002,3747929602016
26,20120037,Tran Thi Minh,Anh,Female,26/7/2002,4638473002016
27,20120038,Vu Hoang The,Anh,Female,29/1/2002,4477065682016
28,20120040,Nguyen Quang Gia,Bao,Female,29/5/2002,4099917942016
29,20120041,Tran Kim,Bao,Male,21/6/2002,4220495622016
