No,Student ID,Last name,First name,Gender,Date of Birth,Social ID,Academic year
1,231201,Nguyen,Anh,Male,15/01/2001,123456789,2024
2,231202,Tran,Binh,Female,20/02/2000,987654321,2024
3,231203,Le,Cuong,Male,25/03/1999,456789012,2024
4,231204,Pham,Duy,Female,30/04/1998,654321098,2024
5,231205,Hoang,Thanh,Male,10/05/2001,321548765,2024
6,231206,Vu,Ngoc,Female,12/06/2000,213659874,2024
7,231207,Vo,Hoa,Male,22/07/1999,546321987,2024
8,231208,Do,Lan,Female,02/08/1998,874236578,2024
9,231209,Phan,Minh,Male,15/09/2001,998543123,2024
10,231210,Duong,Phuong,Female,25/10/2000,113246578,2024
11,231211,Bui,Quyen,Male,11/11/1999,657239845,2024
12,231212,Doan,Tam,Female,19/12/1998,876452134,2024
13,231213,Luu,Vy,Male,05/01/2001,762983452,2024
14,231214,Dang,Thi,Female,16/02/2000,839264175,2024
15,231215,Nguyen,Trung,Male,20/03/2001,624518937,2024
16,231216,Tran,Thu,Female,18/04/2000,185793624,2024
17,231217,Le,Van,Male,29/05/1999,937468215,2024
18,231218,Pham,Huong,Female,07/06/1998,362514879,2024
19,231219,Hoang,Hai,Male,09/07/2001,945871236,2024
20,231220,Vo,Thi,Female,14/08/2000,512487693,2024
